user_id,category_id,amount,currency_code,transaction_date,transaction_type,description
90,5,7.95,USD,2019-01-01,Normal,fraud_Keeling-Crist
649,3,157.47,USD,2019-01-01,Normal,fraud_Stark-Batz
399,14,66.81,USD,2019-01-01,Normal,fraud_Terry Ltd
321,13,102.59,USD,2019-01-01,Normal,"fraud_Lowe, Dietrich and Erdman"
629,7,4.65,USD,2019-01-01,Normal,fraud_Jast Ltd
408,13,21.86,USD,2019-01-01,Normal,"fraud_Yost, Schamberger and Windler"
410,13,50.31,USD,2019-01-01,Normal,fraud_Cartwright PLC
93,3,20.84,USD,2019-01-01,Normal,"fraud_Welch, Rath and Koepp"
650,10,62.47,USD,2019-01-01,Normal,"fraud_Becker, Harris and Harvey"
202,5,8.64,USD,2019-01-01,Normal,fraud_Maggio-Fahey
651,10,13.07,USD,2019-01-01,Normal,fraud_Watsica LLC
652,9,98.07,USD,2019-01-01,Normal,"fraud_McCullough, Hudson and Schuster"
44,9,22.83,USD,2019-01-01,Normal,fraud_Kilback LLC
185,14,119.24,USD,2019-01-01,Normal,fraud_Gerhold LLC
2,13,92.48,USD,2019-01-01,Normal,"fraud_Romaguera, Wehner and Tromp"
22,10,6.29,USD,2019-01-01,Normal,"fraud_Walter, Hettinger and Kessler"
653,14,45.85,USD,2019-01-01,Normal,fraud_Gulgowski LLC
520,7,4.1,USD,2019-01-01,Normal,fraud_Predovic Inc
654,14,36.32,USD,2019-01-01,Normal,fraud_Kutch-Wilderman
655,14,39.17,USD,2019-01-01,Normal,fraud_Botsford and Sons
651,10,23.28,USD,2019-01-01,Normal,fraud_Gottlieb-Hansen
41,13,56.58,USD,2019-01-01,Normal,"fraud_Pouros, Walker and Spencer"
391,8,2.05,USD,2019-01-01,Normal,fraud_Beier-Hyatt
656,14,94.21,USD,2019-01-01,Normal,fraud_Skiles LLC
527,8,149.44,USD,2019-01-01,Normal,"fraud_Bernhard, Grant and Langworth"
13,7,2.76,USD,2019-01-01,Normal,"fraud_Labadie, Treutel and Bode"
594,13,57.89,USD,2019-01-01,Normal,fraud_Schaefer Ltd
657,7,103.72,USD,2019-01-01,Normal,"fraud_Heathcote, Yost and Kertzmann"
532,10,16.28,USD,2019-01-01,Normal,"fraud_Hahn, Bahringer and McLaughlin"
593,14,26.82,USD,2019-01-01,Normal,fraud_Beier and Sons
153,14,80.42,USD,2019-01-01,Normal,fraud_Pollich LLC
499,9,17.71,USD,2019-01-01,Normal,fraud_Leannon-Ward
658,3,79.04,USD,2019-01-01,Normal,fraud_Goldner-Lemke
360,12,3.42,USD,2019-01-01,Normal,fraud_Little-Gleichner
659,3,44.03,USD,2019-01-01,Normal,fraud_Grimes LLC
59,3,3.43,USD,2019-01-01,Normal,fraud_Frami Group
329,13,2.87,USD,2019-01-01,Normal,fraud_Beer-Jast
452,14,67.5,USD,2019-01-01,Normal,fraud_Ernser-Feest
660,3,10.08,USD,2019-01-01,Normal,fraud_Klein Group
77,11,118.71,USD,2019-01-01,Normal,"fraud_Torp, Muller and Borer"
661,10,179.59,USD,2019-01-01,Normal,fraud_Shanahan-Lehner
662,10,9.33,USD,2019-01-01,Normal,"fraud_Roberts, Ryan and Smith"
169,8,8.76,USD,2019-01-01,Normal,fraud_Hermann and Sons
663,8,6.28,USD,2019-01-01,Normal,"fraud_Haley, Jewess and Bechtelar"
664,12,2.13,USD,2019-01-01,Normal,fraud_Gislason Group
665,8,51.09,USD,2019-01-01,Normal,fraud_Barrows PLC
666,14,43.59,USD,2019-01-01,Normal,fraud_Botsford and Sons
667,10,71.42,USD,2019-01-01,Normal,fraud_Abbott-Steuber
668,11,74.0,USD,2019-01-01,Normal,"fraud_Dare, Fritsch and Zboncak"
469,9,8.08,USD,2019-01-01,Normal,fraud_Kuhn Group
446,8,9.56,USD,2019-01-01,Normal,fraud_Pagac LLC
664,13,176.48,USD,2019-01-01,Normal,fraud_Fahey Inc
246,10,19.03,USD,2019-01-01,Normal,fraud_Gottlieb-Hansen
280,13,60.61,USD,2019-01-01,Normal,"fraud_Streich, Rolfson and Wilderman"
603,10,1.46,USD,2019-01-01,Normal,fraud_Homenick LLC
89,3,77.85,USD,2019-01-01,Normal,fraud_Bins-Tillman
647,3,70.32,USD,2019-01-01,Normal,fraud_Beier LLC
13,11,125.91,USD,2019-01-01,Normal,"fraud_Runte, Green and Emard"
181,8,94.81,USD,2019-01-01,Normal,fraud_Jewess LLC
641,14,21.08,USD,2019-01-01,Normal,fraud_White and Sons
669,12,5.33,USD,2019-01-01,Normal,fraud_Ankunding-Carroll
228,9,16.17,USD,2019-01-01,Normal,fraud_Ernser-Lynch
37,10,44.09,USD,2019-01-01,Normal,fraud_Zulauf LLC
670,13,25.48,USD,2019-01-01,Normal,"fraud_Pouros, Walker and Spencer"
369,8,1.03,USD,2019-01-01,Normal,fraud_Jewess LLC
146,11,186.19,USD,2019-01-01,Normal,fraud_Jacobi Inc
295,12,6.36,USD,2019-01-01,Normal,"fraud_Hahn, Douglas and Schowalter"
513,10,111.13,USD,2019-01-01,Normal,fraud_Abbott-Steuber
140,9,2.89,USD,2019-01-01,Normal,"fraud_Lesch, D'Amore and Brown"
239,14,85.65,USD,2019-01-01,Normal,"fraud_Witting, Beer and Ernser"
671,10,4.19,USD,2019-01-01,Normal,fraud_Kautzer and Sons
296,3,72.23,USD,2019-01-01,Normal,fraud_Morissette LLC
626,10,46.93,USD,2019-01-01,Normal,"fraud_Berge, Kautzer and Harris"
432,13,48.08,USD,2019-01-01,Normal,fraud_Berge-Hills
202,3,22.46,USD,2019-01-01,Normal,fraud_Donnelly LLC
672,9,19.06,USD,2019-01-01,Normal,fraud_Volkman PLC
383,7,17.86,USD,2019-01-01,Normal,fraud_Kassulke PLC
673,5,9.77,USD,2019-01-01,Normal,"fraud_Terry, Johns and Bins"
62,8,5.23,USD,2019-01-01,Normal,"fraud_Okuneva, Schneider and Rau"
284,9,41.38,USD,2019-01-01,Normal,fraud_Zboncak LLC
549,9,58.85,USD,2019-01-01,Normal,"fraud_Turner, Ziemann and Lehner"
451,7,3.99,USD,2019-01-01,Normal,"fraud_Heathcote, Yost and Kertzmann"
189,13,63.1,USD,2019-01-01,Normal,fraud_Brown Inc
452,8,776.98,USD,2019-01-01,Normal,fraud_Pacocha-Bauch
254,3,9.6,USD,2019-01-01,Normal,fraud_Grimes LLC
490,8,137.64,USD,2019-01-01,Normal,fraud_Denesik and Sons
674,14,33.18,USD,2019-01-01,Normal,fraud_Padberg-Sauer
675,9,17.13,USD,2019-01-01,Normal,fraud_Schulist Ltd
491,13,29.25,USD,2019-01-01,Normal,fraud_Rau-Grant
420,13,21.13,USD,2019-01-01,Normal,fraud_Little Ltd
676,14,1.65,USD,2019-01-01,Normal,fraud_Renner Ltd
554,8,217.73,USD,2019-01-01,Normal,"fraud_Bernhard, Grant and Langworth"
568,13,31.24,USD,2019-01-01,Normal,fraud_Hammes-Beatty
452,10,65.26,USD,2019-01-01,Normal,"fraud_Hahn, Bahringer and McLaughlin"
243,3,39.32,USD,2019-01-01,Normal,fraud_Stark-Batz
377,8,6.27,USD,2019-01-01,Normal,"fraud_Douglas, Schneider and Turner"
90,11,52.36,USD,2019-01-01,Normal,fraud_Rippin-VonRueden
677,13,128.67,USD,2019-01-01,Normal,fraud_Goyette-Gerhold
52,11,74.62,USD,2019-01-01,Normal,fraud_Greenholt Ltd
678,10,58.46,USD,2019-01-01,Normal,fraud_Osinski Inc
679,9,20.66,USD,2019-01-01,Normal,"fraud_Graham, Hegmann and Hammes"
26,14,47.79,USD,2019-01-01,Normal,fraud_Berge-Ullrich
333,10,58.62,USD,2019-01-01,Normal,fraud_Monahan-Morar
672,14,27.84,USD,2019-01-01,Normal,fraud_Wuckert-Goldner
147,14,37.33,USD,2019-01-01,Normal,fraud_Gaylord-Powlowski
680,11,47.96,USD,2019-01-01,Normal,fraud_Kertzmann LLC
498,7,1.29,USD,2019-01-01,Normal,"fraud_Ruecker, Beer and Collier"
22,3,67.13,USD,2019-01-01,Normal,"fraud_Schroeder, Hauck and Treutel"
483,8,3.16,USD,2019-01-01,Normal,"fraud_Daugherty, Pouros and Beahan"
391,9,2.98,USD,2019-01-01,Normal,"fraud_McCullough, Hudson and Schuster"
442,13,177.11,USD,2019-01-01,Normal,fraud_Weimann-Lockman
594,11,65.62,USD,2019-01-01,Normal,"fraud_Mante, Luettgen and Hackett"
355,11,34.7,USD,2019-01-01,Normal,fraud_Kertzmann LLC
84,7,3.89,USD,2019-01-01,Normal,fraud_Hills-Witting
41,9,20.46,USD,2019-01-01,Normal,fraud_Volkman PLC
213,14,66.65,USD,2019-01-01,Normal,"fraud_Prosacco, Kreiger and Kovacek"
631,8,149.58,USD,2019-01-01,Normal,fraud_Dooley Inc
654,9,82.19,USD,2019-01-01,Normal,fraud_Bernhard-Lesch
681,12,8.78,USD,2019-01-01,Normal,fraud_Satterfield-Lowe
503,12,4.37,USD,2019-01-01,Normal,"fraud_Hahn, Douglas and Schowalter"
332,13,4.32,USD,2019-01-01,Normal,fraud_Little Ltd
657,11,26.37,USD,2019-01-01,Normal,"fraud_Torp, Muller and Borer"
357,11,36.45,USD,2019-01-01,Normal,fraud_Kub-Heaney
682,9,78.21,USD,2019-01-01,Normal,"fraud_Armstrong, Walter and Gottlieb"
683,8,13.7,USD,2019-01-01,Normal,"fraud_Goyette, Howell and Collier"
79,10,71.84,USD,2019-01-01,Normal,fraud_Schiller Ltd
399,13,68.67,USD,2019-01-01,Normal,"fraud_Pouros, Walker and Spencer"
376,11,11.24,USD,2019-01-01,Normal,fraud_Torphy-Kertzmann
256,9,61.82,USD,2019-01-01,Normal,fraud_Conroy-Emard
180,3,170.12,USD,2019-01-01,Normal,fraud_Donnelly LLC
241,13,20.16,USD,2019-01-01,Normal,"fraud_Yost, Schamberger and Windler"
684,14,1.47,USD,2019-01-01,Normal,"fraud_Moore, Williamson and Emmerich"
241,8,21.99,USD,2019-01-01,Normal,fraud_Lynch Ltd
195,7,6.14,USD,2019-01-01,Normal,"fraud_Reichert, Huels and Hoppe"
69,13,10.24,USD,2019-01-01,Normal,fraud_Bode-Rempel
125,3,10.85,USD,2019-01-01,Normal,fraud_Gibson-Deckow
531,7,5.84,USD,2019-01-01,Normal,"fraud_Mosciski, Ziemann and Farrell"
685,8,1025.38,USD,2019-01-01,Normal,fraud_Denesik and Sons
568,14,55.84,USD,2019-01-01,Normal,fraud_Jakubowski Inc
44,13,191.18,USD,2019-01-01,Normal,fraud_Gleason and Sons
440,13,73.65,USD,2019-01-01,Normal,fraud_Hilpert-Conroy
342,11,9.79,USD,2019-01-01,Normal,"fraud_Ledner, Hartmann and Feest"
686,7,5.17,USD,2019-01-01,Normal,fraud_Cormier LLC
215,5,1.74,USD,2019-01-01,Normal,fraud_McGlynn-Jaskolski
593,10,4.67,USD,2019-01-01,Normal,fraud_Marvin-Lind
17,13,77.21,USD,2019-01-01,Normal,"fraud_Roberts, Daniel and Macejkovic"
285,8,6.12,USD,2019-01-01,Normal,fraud_Mohr Inc
605,8,7.67,USD,2019-01-01,Normal,fraud_Hermann and Sons
378,9,42.98,USD,2019-01-01,Normal,"fraud_Hermiston, Russel and Price"
177,12,9.98,USD,2019-01-01,Normal,fraud_Turner LLC
687,13,54.0,USD,2019-01-01,Normal,fraud_Waelchi-Wolf
301,10,17.21,USD,2019-01-01,Normal,fraud_Rolfson-Kunde
688,10,4.0,USD,2019-01-01,Normal,fraud_Rolfson-Kunde
569,13,5.46,USD,2019-01-01,Normal,"fraud_Hauck, Dietrich and Funk"
631,14,9.78,USD,2019-01-01,Normal,"fraud_O'Connell, Botsford and Hand"
649,5,8.71,USD,2019-01-01,Normal,fraud_McDermott-Rice
678,13,19.34,USD,2019-01-01,Normal,"fraud_Hauck, Dietrich and Funk"
456,14,29.55,USD,2019-01-01,Normal,fraud_Stark-Koss
384,10,12.73,USD,2019-01-01,Normal,fraud_Crooks and Sons
8,13,52.54,USD,2019-01-01,Normal,fraud_Waelchi Inc
107,14,47.58,USD,2019-01-01,Normal,fraud_Eichmann-Kilback
2,5,1.93,USD,2019-01-01,Normal,fraud_Hermann-Gaylord
283,9,5.85,USD,2019-01-01,Normal,fraud_Kihn-Fritsch
360,9,15.26,USD,2019-01-01,Normal,"fraud_Graham, Hegmann and Hammes"
678,5,6.11,USD,2019-01-01,Normal,fraud_McGlynn-Jaskolski
51,3,23.77,USD,2019-01-01,Normal,"fraud_Hoppe, Harris and Bednar"
364,3,91.99,USD,2019-01-01,Normal,fraud_Effertz LLC
34,7,31.09,USD,2019-01-01,Normal,fraud_Kozey-Boehm
581,14,202.33,USD,2019-01-01,Normal,"fraud_Bahringer, Bergnaum and Quitzon"
81,7,411.05,USD,2019-01-01,Normal,fraud_Heathcote LLC
125,9,14.37,USD,2019-01-01,Normal,"fraud_Armstrong, Walter and Gottlieb"
689,13,48.43,USD,2019-01-01,Normal,fraud_Lubowitz-Walter
572,13,10.29,USD,2019-01-01,Normal,fraud_Bernier and Sons
299,14,40.46,USD,2019-01-01,Normal,"fraud_Moore, Williamson and Emmerich"
611,13,48.87,USD,2019-01-01,Normal,fraud_Bernier and Sons
479,13,18.68,USD,2019-01-01,Normal,fraud_Bode-Rempel
420,9,51.36,USD,2019-01-01,Normal,"fraud_Hermiston, Russel and Price"
493,9,61.27,USD,2019-01-01,Normal,fraud_Schuppe-Schuppe
128,12,8.5,USD,2019-01-01,Normal,fraud_Hyatt-Blick
269,8,1.22,USD,2019-01-01,Normal,fraud_Jewess LLC
99,14,49.92,USD,2019-01-01,Normal,"fraud_Schiller, Blanda and Johnson"
430,8,187.26,USD,2019-01-01,Normal,"fraud_Bins, Balistreri and Beatty"
690,11,28.19,USD,2019-01-01,Normal,fraud_Carroll PLC
422,12,8.29,USD,2019-01-01,Normal,fraud_Lemke and Sons
691,14,12.28,USD,2019-01-01,Normal,fraud_Stark-Koss
537,13,17.85,USD,2019-01-01,Normal,fraud_Schoen-Quigley
659,10,3.52,USD,2019-01-01,Normal,fraud_Kub PLC
293,12,456.68,USD,2019-01-01,Normal,fraud_Treutel-King
298,10,82.91,USD,2019-01-01,Normal,"fraud_Walter, Hettinger and Kessler"
378,3,14.94,USD,2019-01-01,Normal,"fraud_Runolfsdottir, Mueller and Hand"
612,5,267.29,USD,2019-01-01,Normal,fraud_Stamm-Rodriguez
505,11,79.25,USD,2019-01-01,Normal,fraud_Fadel-Hilpert
351,14,47.56,USD,2019-01-01,Normal,fraud_Altenwerth-Kilback
113,14,18.25,USD,2019-01-01,Normal,fraud_Renner Ltd
368,11,171.36,USD,2019-01-01,Normal,fraud_Feil-Morar
128,13,22.46,USD,2019-01-01,Normal,fraud_Waelchi Inc
300,5,1.92,USD,2019-01-01,Normal,fraud_Schmeler Inc
532,8,7.27,USD,2019-01-01,Normal,fraud_Torphy-Goyette
679,14,59.22,USD,2019-01-01,Normal,fraud_Padberg-Sauer
692,14,4.29,USD,2019-01-01,Normal,fraud_Kutch-Ferry
316,9,51.7,USD,2019-01-01,Normal,"fraud_Kutch, Steuber and Gerhold"
300,9,11.64,USD,2019-01-01,Normal,fraud_Runte-Mohr
241,3,85.85,USD,2019-01-01,Normal,fraud_Schuppe LLC
464,10,51.99,USD,2019-01-01,Normal,fraud_Rolfson-Kunde
534,13,8.51,USD,2019-01-01,Normal,fraud_Beer-Jast
603,14,10.56,USD,2019-01-01,Normal,fraud_Medhurst Inc
693,1,7.3,USD,2019-01-01,Normal,fraud_Bogisich-Homenick
451,14,10.22,USD,2019-01-01,Normal,"fraud_Schiller, Blanda and Johnson"
145,11,45.2,USD,2019-01-01,Normal,fraud_Cormier LLC
179,13,97.96,USD,2019-01-01,Normal,fraud_Bernier and Sons
541,14,51.0,USD,2019-01-01,Normal,fraud_White and Sons
102,8,8.41,USD,2019-01-01,Normal,"fraud_Watsica, Haag and Considine"
349,11,69.41,USD,2019-01-01,Normal,fraud_Fritsch and Sons
391,9,94.33,USD,2019-01-01,Normal,"fraud_Konopelski, Schneider and Hartmann"
307,7,88.69,USD,2019-01-01,Normal,fraud_Jast Ltd
167,11,21.41,USD,2019-01-01,Normal,fraud_Kulas Group
589,10,34.71,USD,2019-01-01,Normal,fraud_Dickinson Ltd
397,3,43.08,USD,2019-01-01,Normal,fraud_Bauch-Blanda
505,8,8.67,USD,2019-01-01,Normal,fraud_Hermann and Sons
237,13,55.07,USD,2019-01-01,Normal,"fraud_Roberts, Daniel and Macejkovic"
210,3,31.86,USD,2019-01-01,Normal,"fraud_Nicolas, Hills and McGlynn"
491,13,58.8,USD,2019-01-01,Normal,"fraud_Pouros, Walker and Spencer"
1,13,114.79,USD,2019-01-01,Normal,fraud_Ruecker-Mayert
495,5,12.17,USD,2019-01-01,Normal,"fraud_Wiza, Schaden and Stark"
483,11,2.69,USD,2019-01-01,Normal,"fraud_Hintz, Bauch and Smith"
240,13,48.3,USD,2019-01-01,Normal,fraud_Schimmel-Olson
473,10,2.38,USD,2019-01-01,Normal,fraud_Sporer-Keebler
202,11,21.88,USD,2019-01-01,Normal,fraud_Hirthe-Beier
694,13,31.7,USD,2019-01-01,Normal,"fraud_Streich, Rolfson and Wilderman"
360,5,5.51,USD,2019-01-01,Normal,fraud_Wisozk and Sons
22,3,6.95,USD,2019-01-01,Normal,fraud_Abshire PLC
96,14,36.53,USD,2019-01-01,Normal,fraud_Streich Ltd
666,5,2.18,USD,2019-01-01,Normal,"fraud_Wiza, Schaden and Stark"
312,9,181.55,USD,2019-01-01,Normal,"fraud_Hagenes, Kohler and Hoppe"
695,13,32.15,USD,2019-01-01,Normal,fraud_Schoen Ltd
277,14,28.52,USD,2019-01-01,Normal,fraud_Medhurst Inc
681,10,11.74,USD,2019-01-01,Normal,fraud_Baumbach Ltd
140,9,3.85,USD,2019-01-01,Normal,fraud_Bahringer-Streich
444,9,1.68,USD,2019-01-01,Normal,fraud_Deckow-Dare
690,11,87.81,USD,2019-01-01,Normal,fraud_Ratke and Sons
306,9,4.57,USD,2019-01-01,Normal,"fraud_Schumm, McLaughlin and Carter"
119,13,1.88,USD,2019-01-01,Normal,fraud_Windler LLC
696,13,62.0,USD,2019-01-01,Normal,fraud_Nolan-Williamson
484,14,96.15,USD,2019-01-01,Normal,fraud_Medhurst Inc
697,7,9.17,USD,2019-01-01,Normal,fraud_Kerluke-Abshire
495,14,41.11,USD,2019-01-01,Normal,fraud_Kutch-Wilderman
81,9,50.61,USD,2019-01-01,Normal,fraud_Schulist Ltd
477,11,71.24,USD,2019-01-01,Normal,fraud_Roob-Okuneva
38,9,49.27,USD,2019-01-01,Normal,"fraud_Lakin, Ferry and Beatty"
698,13,39.64,USD,2019-01-01,Normal,fraud_Lubowitz-Walter
545,13,89.61,USD,2019-01-01,Normal,fraud_Bednar PLC
162,13,166.8,USD,2019-01-01,Normal,fraud_Gottlieb Group
699,8,2.09,USD,2019-01-01,Normal,"fraud_Okuneva, Schneider and Rau"
387,8,1.6,USD,2019-01-01,Normal,fraud_Mayert Group
568,13,38.77,USD,2019-01-01,Normal,fraud_Cartwright PLC
499,12,1.23,USD,2019-01-01,Normal,"fraud_Schroeder, Wolff and Hermiston"
442,14,33.14,USD,2019-01-01,Normal,"fraud_Koss, Hansen and Lueilwitz"
458,9,62.19,USD,2019-01-01,Normal,fraud_Harris Group
700,12,8.06,USD,2019-01-01,Normal,fraud_Fritsch LLC
339,8,9.98,USD,2019-01-01,Normal,"fraud_Baumbach, Strosin and Nicolas"
454,3,71.49,USD,2019-01-01,Normal,"fraud_Cormier, Stracke and Thiel"
387,12,1.99,USD,2019-01-01,Normal,fraud_Corwin-Romaguera
448,11,12.58,USD,2019-01-01,Normal,fraud_Dietrich-Fadel
471,8,8.7,USD,2019-01-01,Normal,"fraud_Haley, Jewess and Bechtelar"
349,10,8.84,USD,2019-01-01,Normal,fraud_Abbott-Steuber
670,14,36.07,USD,2019-01-01,Normal,"fraud_Kling, Howe and Schneider"
57,8,9.83,USD,2019-01-01,Normal,"fraud_Baumbach, Strosin and Nicolas"
160,10,17.69,USD,2019-01-01,Normal,fraud_Kozey-Kuhlman
701,13,120.8,USD,2019-01-01,Normal,fraud_Waelchi-Wolf
672,8,8.66,USD,2019-01-01,Normal,fraud_Conroy Ltd
503,14,238.29,USD,2019-01-01,Normal,"fraud_Windler, Goodwin and Kovacek"
702,9,9.41,USD,2019-01-01,Normal,fraud_Will Ltd
671,5,4.08,USD,2019-01-01,Normal,fraud_Maggio-Fahey
152,11,24.75,USD,2019-01-01,Normal,fraud_Cormier LLC
2,8,9.07,USD,2019-01-01,Normal,fraud_Hudson-Grady
68,13,66.94,USD,2019-01-01,Normal,fraud_Berge-Hills
45,11,97.63,USD,2019-01-01,Normal,"fraud_Hintz, Bauch and Smith"
453,10,1.91,USD,2019-01-01,Normal,fraud_Kautzer and Sons
483,13,321.89,USD,2019-01-01,Normal,fraud_Breitenberg-Hermiston
703,11,11.04,USD,2019-01-01,Normal,fraud_Graham and Sons
67,13,51.55,USD,2019-01-01,Normal,fraud_Berge-Hills
46,8,8.28,USD,2019-01-01,Normal,fraud_Jacobi and Sons
428,10,16.13,USD,2019-01-01,Normal,"fraud_Bradtke, Torp and Bahringer"
70,14,24.95,USD,2019-01-01,Normal,fraud_Jakubowski Inc
695,1,1.06,USD,2019-01-01,Normal,fraud_Kuhn LLC
537,7,6.29,USD,2019-01-01,Normal,"fraud_Reichert, Huels and Hoppe"
246,1,159.43,USD,2019-01-01,Normal,fraud_Brown PLC
97,12,413.17,USD,2019-01-01,Normal,"fraud_Eichmann, Hayes and Treutel"
456,14,32.38,USD,2019-01-01,Normal,fraud_White and Sons
567,14,81.25,USD,2019-01-01,Normal,fraud_Gulgowski LLC
245,13,84.11,USD,2019-01-01,Normal,fraud_Wilkinson PLC
704,10,42.26,USD,2019-01-01,Normal,fraud_Emmerich-Rau
84,11,53.32,USD,2019-01-01,Normal,"fraud_Cronin, Kshlerin and Weber"
294,8,2.7,USD,2019-01-01,Normal,fraud_Hickle Group
74,11,72.97,USD,2019-01-01,Normal,fraud_Greenholt Ltd
705,11,18.4,USD,2019-01-01,Normal,"fraud_Brown, Homenick and Lesch"
378,10,8.83,USD,2019-01-01,Normal,"fraud_Roberts, Ryan and Smith"
435,7,2.19,USD,2019-01-01,Normal,fraud_Boyer-Reichert
285,14,8.07,USD,2019-01-01,Normal,fraud_Gerhold LLC
706,5,7.01,USD,2019-01-01,Normal,fraud_Wisozk and Sons
406,10,221.13,USD,2019-01-01,Normal,fraud_Rolfson-Kunde
13,9,25.98,USD,2019-01-01,Normal,fraud_Stiedemann Ltd
528,14,141.0,USD,2019-01-01,Normal,fraud_Gaylord-Powlowski
567,14,77.97,USD,2019-01-01,Normal,fraud_Kutch-Ferry
27,3,49.15,USD,2019-01-01,Normal,fraud_Morissette LLC
38,10,30.42,USD,2019-01-01,Normal,fraud_Labadie LLC
555,10,1.16,USD,2019-01-01,Normal,fraud_Erdman-Schaden
140,14,300.25,USD,2019-01-01,Normal,fraud_Reilly LLC
446,10,37.56,USD,2019-01-01,Normal,"fraud_Lubowitz, Terry and Stracke"
163,10,30.78,USD,2019-01-01,Normal,fraud_Emmerich-Rau
359,11,78.27,USD,2019-01-01,Normal,"fraud_Dare, Fritsch and Zboncak"
492,11,75.78,USD,2019-01-01,Normal,"fraud_Cronin, Kshlerin and Weber"
556,14,58.85,USD,2019-01-01,Normal,"fraud_Gutmann, McLaughlin and Wiza"
82,7,7.42,USD,2019-01-01,Normal,fraud_Jast Ltd
554,7,2.03,USD,2019-01-01,Normal,fraud_Ankunding LLC
707,14,18.1,USD,2019-01-01,Normal,fraud_White and Sons
507,3,27.4,USD,2019-01-01,Normal,"fraud_Schroeder, Hauck and Treutel"
81,9,20.2,USD,2019-01-01,Normal,fraud_Harris Group
190,11,95.73,USD,2019-01-01,Normal,"fraud_Mante, Luettgen and Hackett"
562,9,80.77,USD,2019-01-01,Normal,fraud_Powlowski-Weimann
34,9,58.91,USD,2019-01-01,Normal,fraud_Weber and Sons
617,14,88.29,USD,2019-01-01,Normal,fraud_Pollich LLC
224,13,4.19,USD,2019-01-01,Normal,"fraud_Yost, Schamberger and Windler"
135,7,214.84,USD,2019-01-01,Normal,"fraud_Gottlieb, Considine and Schultz"
326,7,155.81,USD,2019-01-01,Normal,"fraud_Kuhic, Bins and Pfeffer"
309,14,22.67,USD,2019-01-01,Normal,"fraud_Durgan, Gislason and Spencer"
97,11,75.21,USD,2019-01-01,Normal,fraud_Carroll PLC
285,7,4.73,USD,2019-01-01,Normal,"fraud_Ruecker, Beer and Collier"
651,9,3.11,USD,2019-01-01,Normal,fraud_Schulist Ltd
527,10,69.36,USD,2019-01-01,Normal,fraud_Watsica LLC
94,10,45.24,USD,2019-01-01,Normal,fraud_Friesen-Ortiz
286,12,3.26,USD,2019-01-01,Normal,fraud_Treutel-King
708,11,64.24,USD,2019-01-01,Normal,fraud_Waters-Cruickshank
552,13,67.01,USD,2019-01-01,Normal,"fraud_Hauck, Dietrich and Funk"
462,13,25.67,USD,2019-01-01,Normal,fraud_Hilpert-Conroy
524,13,44.37,USD,2019-01-01,Normal,fraud_Waelchi-Wolf
297,1,103.21,USD,2019-01-01,Normal,fraud_Dach-Nader
380,13,23.21,USD,2019-01-01,Normal,fraud_Schoen Ltd
488,13,66.02,USD,2019-01-01,Normal,"fraud_Roberts, Daniel and Macejkovic"
204,11,18.11,USD,2019-01-01,Normal,fraud_Jacobi Inc
631,10,149.54,USD,2019-01-01,Normal,fraud_Morissette-Schaefer
13,5,99.24,USD,2019-01-01,Normal,"fraud_Nienow, Ankunding and Collier"
709,11,76.59,USD,2019-01-01,Normal,"fraud_Haley, Batz and Auer"
151,14,13.48,USD,2019-01-01,Normal,fraud_Altenwerth-Kilback
241,11,97.04,USD,2019-01-01,Normal,fraud_Greenholt Ltd
554,3,117.26,USD,2019-01-01,Normal,"fraud_Welch, Rath and Koepp"
178,13,53.95,USD,2019-01-01,Normal,fraud_Schaefer Ltd
710,7,4.3,USD,2019-01-01,Normal,fraud_Fisher Inc
180,13,7.14,USD,2019-01-01,Normal,fraud_Hammes-Beatty
106,10,1.94,USD,2019-01-01,Normal,fraud_Baumbach Ltd
643,14,86.44,USD,2019-01-01,Normal,fraud_Altenwerth-Kilback
426,9,5.15,USD,2019-01-01,Normal,fraud_Kilback Group
189,14,153.04,USD,2019-01-01,Normal,"fraud_Witting, Beer and Ernser"
267,14,57.61,USD,2019-01-01,Normal,"fraud_Cole, Hills and Jewess"
29,13,37.06,USD,2019-01-01,Normal,fraud_Lubowitz-Walter
677,14,22.9,USD,2019-01-01,Normal,"fraud_Witting, Beer and Ernser"
711,9,137.32,USD,2019-01-01,Normal,fraud_Powlowski-Weimann
125,14,74.94,USD,2019-01-01,Normal,fraud_Pollich LLC
484,5,45.85,USD,2019-01-01,Normal,fraud_Howe Ltd
13,11,12.7,USD,2019-01-01,Normal,fraud_Carroll PLC
82,5,6.85,USD,2019-01-01,Normal,fraud_Thiel PLC
268,9,69.99,USD,2019-01-01,Normal,"fraud_Hagenes, Kohler and Hoppe"
442,3,33.4,USD,2019-01-01,Normal,fraud_Abbott-Rogahn
596,13,97.2,USD,2019-01-01,Normal,"fraud_Roberts, Daniel and Macejkovic"
567,11,74.4,USD,2019-01-01,Normal,"fraud_Conroy, Balistreri and Gorczany"
309,12,7.58,USD,2019-01-01,Normal,"fraud_Reichel, Bradtke and Blanda"
97,14,76.36,USD,2019-01-01,Normal,"fraud_O'Reilly, Mohr and Purdy"
268,11,25.59,USD,2019-01-01,Normal,fraud_Greenholt Ltd
585,13,42.08,USD,2019-01-01,Normal,fraud_Berge-Hills
138,13,81.07,USD,2019-01-01,Normal,fraud_Ullrich Ltd
